Código región,Región,Código provincia,Provincia,Codigo comuna,Comuna,País o continente de nacimiento,Inmigrantes internacionales
8,Biobío,83,Biobío,8314,Alto Biobío,Total nacidos fuera del país,*
8,Biobío,83,Biobío,8314,Alto Biobío,Argentina,*
8,Biobío,83,Biobío,8314,Alto Biobío,Bolivia (Estado Plurinacional de),*
8,Biobío,83,Biobío,8314,Alto Biobío,Colombia,*
8,Biobío,83,Biobío,8314,Alto Biobío,Haití,0
8,Biobío,83,Biobío,8314,Alto Biobío,Perú,0
8,Biobío,83,Biobío,8314,Alto Biobío,Venezuela (República Bolivariana de),*
8,Biobío,83,Biobío,8314,Alto Biobío,Otros países de América del Sur,*
8,Biobío,83,Biobío,8314,Alto Biobío,Otros países de América Central y El Caribe,0
8,Biobío,83,Biobío,8314,Alto Biobío,América del Norte,0
8,Biobío,83,Biobío,8314,Alto Biobío,Europa,*
8,Biobío,83,Biobío,8314,Alto Biobío,Asia,*
8,Biobío,83,Biobío,8314,Alto Biobío,África,0
8,Biobío,83,Biobío,8314,Alto Biobío,Oceanía,0
8,Biobío,83,Biobío,8314,Alto Biobío,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9101,Temuco,Total nacidos fuera del país,10.660
9,La Araucanía,91,Cautín,9101,Temuco,Argentina,1.667
9,La Araucanía,91,Cautín,9101,Temuco,Bolivia (Estado Plurinacional de),104
9,La Araucanía,91,Cautín,9101,Temuco,Colombia,1.018
9,La Araucanía,91,Cautín,9101,Temuco,Haití,589
9,La Araucanía,91,Cautín,9101,Temuco,Perú,436
9,La Araucanía,91,Cautín,9101,Temuco,Venezuela (República Bolivariana de),5.145
9,La Araucanía,91,Cautín,9101,Temuco,Otros países de América del Sur,568
9,La Araucanía,91,Cautín,9101,Temuco,Otros países de América Central y El Caribe,383
9,La Araucanía,91,Cautín,9101,Temuco,América del Norte,97
9,La Araucanía,91,Cautín,9101,Temuco,Europa,393
9,La Araucanía,91,Cautín,9101,Temuco,Asia,213
9,La Araucanía,91,Cautín,9101,Temuco,África,*
9,La Araucanía,91,Cautín,9101,Temuco,Oceanía,*
9,La Araucanía,91,Cautín,9101,Temuco,País de nacimiento no declarado,6
9,La Araucanía,91,Cautín,9102,Carahue,Total nacidos fuera del país,136
9,La Araucanía,91,Cautín,9102,Carahue,Argentina,65
9,La Araucanía,91,Cautín,9102,Carahue,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9102,Carahue,Colombia,*
9,La Araucanía,91,Cautín,9102,Carahue,Haití,*
9,La Araucanía,91,Cautín,9102,Carahue,Perú,*
9,La Araucanía,91,Cautín,9102,Carahue,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9102,Carahue,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9102,Carahue,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9102,Carahue,América del Norte,*
9,La Araucanía,91,Cautín,9102,Carahue,Europa,*
9,La Araucanía,91,Cautín,9102,Carahue,Asia,*
9,La Araucanía,91,Cautín,9102,Carahue,África,*
9,La Araucanía,91,Cautín,9102,Carahue,Oceanía,0
9,La Araucanía,91,Cautín,9102,Carahue,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9103,Cunco,Total nacidos fuera del país,279
9,La Araucanía,91,Cautín,9103,Cunco,Argentina,147
9,La Araucanía,91,Cautín,9103,Cunco,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9103,Cunco,Colombia,*
9,La Araucanía,91,Cautín,9103,Cunco,Haití,*
9,La Araucanía,91,Cautín,9103,Cunco,Perú,*
9,La Araucanía,91,Cautín,9103,Cunco,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9103,Cunco,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9103,Cunco,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9103,Cunco,América del Norte,*
9,La Araucanía,91,Cautín,9103,Cunco,Europa,*
9,La Araucanía,91,Cautín,9103,Cunco,Asia,*
9,La Araucanía,91,Cautín,9103,Cunco,África,0
9,La Araucanía,91,Cautín,9103,Cunco,Oceanía,0
9,La Araucanía,91,Cautín,9103,Cunco,País de nacimiento no declarado,1
9,La Araucanía,91,Cautín,9104,Curarrehue,Total nacidos fuera del país,218
9,La Araucanía,91,Cautín,9104,Curarrehue,Argentina,155
9,La Araucanía,91,Cautín,9104,Curarrehue,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9104,Curarrehue,Colombia,*
9,La Araucanía,91,Cautín,9104,Curarrehue,Haití,0
9,La Araucanía,91,Cautín,9104,Curarrehue,Perú,*
9,La Araucanía,91,Cautín,9104,Curarrehue,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9104,Curarrehue,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9104,Curarrehue,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9104,Curarrehue,América del Norte,*
9,La Araucanía,91,Cautín,9104,Curarrehue,Europa,*
9,La Araucanía,91,Cautín,9104,Curarrehue,Asia,*
9,La Araucanía,91,Cautín,9104,Curarrehue,África,0
9,La Araucanía,91,Cautín,9104,Curarrehue,Oceanía,0
9,La Araucanía,91,Cautín,9104,Curarrehue,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9105,Freire,Total nacidos fuera del país,229
9,La Araucanía,91,Cautín,9105,Freire,Argentina,96
9,La Araucanía,91,Cautín,9105,Freire,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9105,Freire,Colombia,*
9,La Araucanía,91,Cautín,9105,Freire,Haití,*
9,La Araucanía,91,Cautín,9105,Freire,Perú,*
9,La Araucanía,91,Cautín,9105,Freire,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9105,Freire,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9105,Freire,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9105,Freire,América del Norte,*
9,La Araucanía,91,Cautín,9105,Freire,Europa,*
9,La Araucanía,91,Cautín,9105,Freire,Asia,*
9,La Araucanía,91,Cautín,9105,Freire,África,0
9,La Araucanía,91,Cautín,9105,Freire,Oceanía,0
9,La Araucanía,91,Cautín,9105,Freire,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9106,Galvarino,Total nacidos fuera del país,*
9,La Araucanía,91,Cautín,9106,Galvarino,Argentina,*
9,La Araucanía,91,Cautín,9106,Galvarino,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9106,Galvarino,Colombia,0
9,La Araucanía,91,Cautín,9106,Galvarino,Haití,*
9,La Araucanía,91,Cautín,9106,Galvarino,Perú,*
9,La Araucanía,91,Cautín,9106,Galvarino,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9106,Galvarino,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9106,Galvarino,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9106,Galvarino,América del Norte,*
9,La Araucanía,91,Cautín,9106,Galvarino,Europa,*
9,La Araucanía,91,Cautín,9106,Galvarino,Asia,*
9,La Araucanía,91,Cautín,9106,Galvarino,África,0
9,La Araucanía,91,Cautín,9106,Galvarino,Oceanía,*
9,La Araucanía,91,Cautín,9106,Galvarino,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9107,Gorbea,Total nacidos fuera del país,170
9,La Araucanía,91,Cautín,9107,Gorbea,Argentina,73
9,La Araucanía,91,Cautín,9107,Gorbea,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9107,Gorbea,Colombia,*
9,La Araucanía,91,Cautín,9107,Gorbea,Haití,*
9,La Araucanía,91,Cautín,9107,Gorbea,Perú,*
9,La Araucanía,91,Cautín,9107,Gorbea,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9107,Gorbea,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9107,Gorbea,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9107,Gorbea,América del Norte,0
9,La Araucanía,91,Cautín,9107,Gorbea,Europa,*
9,La Araucanía,91,Cautín,9107,Gorbea,Asia,*
9,La Araucanía,91,Cautín,9107,Gorbea,África,0
9,La Araucanía,91,Cautín,9107,Gorbea,Oceanía,0
9,La Araucanía,91,Cautín,9107,Gorbea,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9108,Lautaro,Total nacidos fuera del país,564
9,La Araucanía,91,Cautín,9108,Lautaro,Argentina,156
9,La Araucanía,91,Cautín,9108,Lautaro,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9108,Lautaro,Colombia,*
9,La Araucanía,91,Cautín,9108,Lautaro,Haití,*
9,La Araucanía,91,Cautín,9108,Lautaro,Perú,*
9,La Araucanía,91,Cautín,9108,Lautaro,Venezuela (República Bolivariana de),193
9,La Araucanía,91,Cautín,9108,Lautaro,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9108,Lautaro,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9108,Lautaro,América del Norte,*
9,La Araucanía,91,Cautín,9108,Lautaro,Europa,*
9,La Araucanía,91,Cautín,9108,Lautaro,Asia,*
9,La Araucanía,91,Cautín,9108,Lautaro,África,*
9,La Araucanía,91,Cautín,9108,Lautaro,Oceanía,*
9,La Araucanía,91,Cautín,9108,Lautaro,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9109,Loncoche,Total nacidos fuera del país,232
9,La Araucanía,91,Cautín,9109,Loncoche,Argentina,106
9,La Araucanía,91,Cautín,9109,Loncoche,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9109,Loncoche,Colombia,*
9,La Araucanía,91,Cautín,9109,Loncoche,Haití,*
9,La Araucanía,91,Cautín,9109,Loncoche,Perú,*
9,La Araucanía,91,Cautín,9109,Loncoche,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9109,Loncoche,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9109,Loncoche,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9109,Loncoche,América del Norte,0
9,La Araucanía,91,Cautín,9109,Loncoche,Europa,*
9,La Araucanía,91,Cautín,9109,Loncoche,Asia,*
9,La Araucanía,91,Cautín,9109,Loncoche,África,0
9,La Araucanía,91,Cautín,9109,Loncoche,Oceanía,*
9,La Araucanía,91,Cautín,9109,Loncoche,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9110,Melipeuco,Total nacidos fuera del país,170
9,La Araucanía,91,Cautín,9110,Melipeuco,Argentina,133
9,La Araucanía,91,Cautín,9110,Melipeuco,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9110,Melipeuco,Colombia,*
9,La Araucanía,91,Cautín,9110,Melipeuco,Haití,*
9,La Araucanía,91,Cautín,9110,Melipeuco,Perú,*
9,La Araucanía,91,Cautín,9110,Melipeuco,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9110,Melipeuco,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9110,Melipeuco,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9110,Melipeuco,América del Norte,*
9,La Araucanía,91,Cautín,9110,Melipeuco,Europa,*
9,La Araucanía,91,Cautín,9110,Melipeuco,Asia,0
9,La Araucanía,91,Cautín,9110,Melipeuco,África,0
9,La Araucanía,91,Cautín,9110,Melipeuco,Oceanía,0
9,La Araucanía,91,Cautín,9110,Melipeuco,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Total nacidos fuera del país,211
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Argentina,91
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Colombia,*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Haití,*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Perú,*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,América del Norte,*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Europa,*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Asia,*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,África,0
9,La Araucanía,91,Cautín,9111,Nueva Imperial,Oceanía,*
9,La Araucanía,91,Cautín,9111,Nueva Imperial,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Total nacidos fuera del país,1.200
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Argentina,343
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Colombia,116
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Haití,*
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Perú,*
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Venezuela (República Bolivariana de),530
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Otros países de América del Sur,54
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9112,Padre Las Casas,América del Norte,*
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Europa,*
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Asia,*
9,La Araucanía,91,Cautín,9112,Padre Las Casas,África,*
9,La Araucanía,91,Cautín,9112,Padre Las Casas,Oceanía,*
9,La Araucanía,91,Cautín,9112,Padre Las Casas,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9113,Perquenco,Total nacidos fuera del país,*
9,La Araucanía,91,Cautín,9113,Perquenco,Argentina,*
9,La Araucanía,91,Cautín,9113,Perquenco,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9113,Perquenco,Colombia,0
9,La Araucanía,91,Cautín,9113,Perquenco,Haití,*
9,La Araucanía,91,Cautín,9113,Perquenco,Perú,*
9,La Araucanía,91,Cautín,9113,Perquenco,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9113,Perquenco,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9113,Perquenco,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9113,Perquenco,América del Norte,*
9,La Araucanía,91,Cautín,9113,Perquenco,Europa,*
9,La Araucanía,91,Cautín,9113,Perquenco,Asia,0
9,La Araucanía,91,Cautín,9113,Perquenco,África,*
9,La Araucanía,91,Cautín,9113,Perquenco,Oceanía,0
9,La Araucanía,91,Cautín,9113,Perquenco,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9114,Pitrufquén,Total nacidos fuera del país,414
9,La Araucanía,91,Cautín,9114,Pitrufquén,Argentina,166
9,La Araucanía,91,Cautín,9114,Pitrufquén,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9114,Pitrufquén,Colombia,*
9,La Araucanía,91,Cautín,9114,Pitrufquén,Haití,*
9,La Araucanía,91,Cautín,9114,Pitrufquén,Perú,*
9,La Araucanía,91,Cautín,9114,Pitrufquén,Venezuela (República Bolivariana de),96
9,La Araucanía,91,Cautín,9114,Pitrufquén,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9114,Pitrufquén,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9114,Pitrufquén,América del Norte,*
9,La Araucanía,91,Cautín,9114,Pitrufquén,Europa,*
9,La Araucanía,91,Cautín,9114,Pitrufquén,Asia,*
9,La Araucanía,91,Cautín,9114,Pitrufquén,África,*
9,La Araucanía,91,Cautín,9114,Pitrufquén,Oceanía,0
9,La Araucanía,91,Cautín,9114,Pitrufquén,País de nacimiento no declarado,1
9,La Araucanía,91,Cautín,9115,Pucón,Total nacidos fuera del país,1.495
9,La Araucanía,91,Cautín,9115,Pucón,Argentina,539
9,La Araucanía,91,Cautín,9115,Pucón,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9115,Pucón,Colombia,82
9,La Araucanía,91,Cautín,9115,Pucón,Haití,85
9,La Araucanía,91,Cautín,9115,Pucón,Perú,51
9,La Araucanía,91,Cautín,9115,Pucón,Venezuela (República Bolivariana de),245
9,La Araucanía,91,Cautín,9115,Pucón,Otros países de América del Sur,96
9,La Araucanía,91,Cautín,9115,Pucón,Otros países de América Central y El Caribe,54
9,La Araucanía,91,Cautín,9115,Pucón,América del Norte,62
9,La Araucanía,91,Cautín,9115,Pucón,Europa,210
9,La Araucanía,91,Cautín,9115,Pucón,Asia,*
9,La Araucanía,91,Cautín,9115,Pucón,África,*
9,La Araucanía,91,Cautín,9115,Pucón,Oceanía,*
9,La Araucanía,91,Cautín,9115,Pucón,País de nacimiento no declarado,2
9,La Araucanía,91,Cautín,9116,Saavedra,Total nacidos fuera del país,53
9,La Araucanía,91,Cautín,9116,Saavedra,Argentina,*
9,La Araucanía,91,Cautín,9116,Saavedra,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9116,Saavedra,Colombia,*
9,La Araucanía,91,Cautín,9116,Saavedra,Haití,0
9,La Araucanía,91,Cautín,9116,Saavedra,Perú,*
9,La Araucanía,91,Cautín,9116,Saavedra,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9116,Saavedra,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9116,Saavedra,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9116,Saavedra,América del Norte,*
9,La Araucanía,91,Cautín,9116,Saavedra,Europa,*
9,La Araucanía,91,Cautín,9116,Saavedra,Asia,0
9,La Araucanía,91,Cautín,9116,Saavedra,África,0
9,La Araucanía,91,Cautín,9116,Saavedra,Oceanía,0
9,La Araucanía,91,Cautín,9116,Saavedra,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Total nacidos fuera del país,133
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Argentina,56
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Colombia,*
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Haití,*
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Perú,*
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,América del Norte,0
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Europa,*
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Asia,*
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,África,0
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,Oceanía,0
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,País de nacimiento no declarado,1
9,La Araucanía,91,Cautín,9118,Toltén,Total nacidos fuera del país,82
9,La Araucanía,91,Cautín,9118,Toltén,Argentina,57
9,La Araucanía,91,Cautín,9118,Toltén,Bolivia (Estado Plurinacional de),0
9,La Araucanía,91,Cautín,9118,Toltén,Colombia,0
9,La Araucanía,91,Cautín,9118,Toltén,Haití,0
9,La Araucanía,91,Cautín,9118,Toltén,Perú,*
9,La Araucanía,91,Cautín,9118,Toltén,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9118,Toltén,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9118,Toltén,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9118,Toltén,América del Norte,0
9,La Araucanía,91,Cautín,9118,Toltén,Europa,*
9,La Araucanía,91,Cautín,9118,Toltén,Asia,0
9,La Araucanía,91,Cautín,9118,Toltén,África,0
9,La Araucanía,91,Cautín,9118,Toltén,Oceanía,0
9,La Araucanía,91,Cautín,9118,Toltén,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9119,Vilcún,Total nacidos fuera del país,386
9,La Araucanía,91,Cautín,9119,Vilcún,Argentina,129
9,La Araucanía,91,Cautín,9119,Vilcún,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9119,Vilcún,Colombia,*
9,La Araucanía,91,Cautín,9119,Vilcún,Haití,*
9,La Araucanía,91,Cautín,9119,Vilcún,Perú,*
9,La Araucanía,91,Cautín,9119,Vilcún,Venezuela (República Bolivariana de),88
9,La Araucanía,91,Cautín,9119,Vilcún,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9119,Vilcún,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9119,Vilcún,América del Norte,*
9,La Araucanía,91,Cautín,9119,Vilcún,Europa,*
9,La Araucanía,91,Cautín,9119,Vilcún,Asia,*
9,La Araucanía,91,Cautín,9119,Vilcún,África,*
9,La Araucanía,91,Cautín,9119,Vilcún,Oceanía,*
9,La Araucanía,91,Cautín,9119,Vilcún,País de nacimiento no declarado,0
9,La Araucanía,91,Cautín,9120,Villarrica,Total nacidos fuera del país,2.126
9,La Araucanía,91,Cautín,9120,Villarrica,Argentina,749
9,La Araucanía,91,Cautín,9120,Villarrica,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9120,Villarrica,Colombia,158
9,La Araucanía,91,Cautín,9120,Villarrica,Haití,102
9,La Araucanía,91,Cautín,9120,Villarrica,Perú,81
9,La Araucanía,91,Cautín,9120,Villarrica,Venezuela (República Bolivariana de),558
9,La Araucanía,91,Cautín,9120,Villarrica,Otros países de América del Sur,137
9,La Araucanía,91,Cautín,9120,Villarrica,Otros países de América Central y El Caribe,52
9,La Araucanía,91,Cautín,9120,Villarrica,América del Norte,*
9,La Araucanía,91,Cautín,9120,Villarrica,Europa,198
9,La Araucanía,91,Cautín,9120,Villarrica,Asia,*
9,La Araucanía,91,Cautín,9120,Villarrica,África,0
9,La Araucanía,91,Cautín,9120,Villarrica,Oceanía,*
9,La Araucanía,91,Cautín,9120,Villarrica,País de nacimiento no declarado,2
9,La Araucanía,91,Cautín,9121,Cholchol,Total nacidos fuera del país,94
9,La Araucanía,91,Cautín,9121,Cholchol,Argentina,*
9,La Araucanía,91,Cautín,9121,Cholchol,Bolivia (Estado Plurinacional de),*
9,La Araucanía,91,Cautín,9121,Cholchol,Colombia,*
9,La Araucanía,91,Cautín,9121,Cholchol,Haití,*
9,La Araucanía,91,Cautín,9121,Cholchol,Perú,*
9,La Araucanía,91,Cautín,9121,Cholchol,Venezuela (República Bolivariana de),*
9,La Araucanía,91,Cautín,9121,Cholchol,Otros países de América del Sur,*
9,La Araucanía,91,Cautín,9121,Cholchol,Otros países de América Central y El Caribe,*
9,La Araucanía,91,Cautín,9121,Cholchol,América del Norte,*
9,La Araucanía,91,Cautín,9121,Cholchol,Europa,*
9,La Araucanía,91,Cautín,9121,Cholchol,Asia,*
9,La Araucanía,91,Cautín,9121,Cholchol,África,0
9,La Araucanía,91,Cautín,9121,Cholchol,Oceanía,0
9,La Araucanía,91,Cautín,9121,Cholchol,País de nacimiento no declarado,0
9,La Araucanía,92,Malleco,9201,Angol,Total nacidos fuera del país,737
9,La Araucanía,92,Malleco,9201,Angol,Argentina,100
9,La Araucanía,92,Malleco,9201,Angol,Bolivia (Estado Plurinacional de),*
9,La Araucanía,92,Malleco,9201,Angol,Colombia,149
9,La Araucanía,92,Malleco,9201,Angol,Haití,*
9,La Araucanía,92,Malleco,9201,Angol,Perú,53
9,La Araucanía,92,Malleco,9201,Angol,Venezuela (República Bolivariana de),279
9,La Araucanía,92,Malleco,9201,Angol,Otros países de América del Sur,54
9,La Araucanía,92,Malleco,9201,Angol,Otros países de América Central y El Caribe,*
9,La Araucanía,92,Malleco,9201,Angol,América del Norte,*
9,La Araucanía,92,Malleco,9201,Angol,Europa,*
9,La Araucanía,92,Malleco,9201,Angol,Asia,*
9,La Araucanía,92,Malleco,9201,Angol,África,0
9,La Araucanía,92,Malleco,9201,Angol,Oceanía,*
9,La Araucanía,92,Malleco,9201,Angol,País de nacimiento no declarado,1
9,La Araucanía,92,Malleco,9202,Collipulli,Total nacidos fuera del país,197
9,La Araucanía,92,Malleco,9202,Collipulli,Argentina,*
9,La Araucanía,92,Malleco,9202,Collipulli,Bolivia (Estado Plurinacional de),*
9,La Araucanía,92,Malleco,9202,Collipulli,Colombia,*
9,La Araucanía,92,Malleco,9202,Collipulli,Haití,*
9,La Araucanía,92,Malleco,9202,Collipulli,Perú,*
9,La Araucanía,92,Malleco,9202,Collipulli,Venezuela (República Bolivariana de),54
9,La Araucanía,92,Malleco,9202,Collipulli,Otros países de América del Sur,*
9,La Araucanía,92,Malleco,9202,Collipulli,Otros países de América Central y El Caribe,*
9,La Araucanía,92,Malleco,9202,Collipulli,América del Norte,0
9,La Araucanía,92,Malleco,9202,Collipulli,Europa,*
9,La Araucanía,92,Malleco,9202,Collipulli,Asia,*
9,La Araucanía,92,Malleco,9202,Collipulli,África,*
9,La Araucanía,92,Malleco,9202,Collipulli,Oceanía,0
9,La Araucanía,92,Malleco,9202,Collipulli,País de nacimiento no declarado,1
9,La Araucanía,92,Malleco,9203,Curacautín,Total nacidos fuera del país,337
9,La Araucanía,92,Malleco,9203,Curacautín,Argentina,213
9,La Araucanía,92,Malleco,9203,Curacautín,Bolivia (Estado Plurinacional de),*
9,La Araucanía,92,Malleco,9203,Curacautín,Colombia,*
9,La Araucanía,92,Malleco,9203,Curacautín,Haití,0
9,La Araucanía,92,Malleco,9203,Curacautín,Perú,*
9,La Araucanía,92,Malleco,9203,Curacautín,Venezuela (República Bolivariana de),*
9,La Araucanía,92,Malleco,9203,Curacautín,Otros países de América del Sur,*
9,La Araucanía,92,Malleco,9203,Curacautín,Otros países de América Central y El Caribe,*
9,La Araucanía,92,Malleco,9203,Curacautín,América del Norte,*
9,La Araucanía,92,Malleco,9203,Curacautín,Europa,*
9,La Araucanía,92,Malleco,9203,Curacautín,Asia,0
9,La Araucanía,92,Malleco,9203,Curacautín,África,0
9,La Araucanía,92,Malleco,9203,Curacautín,Oceanía,*
9,La Araucanía,92,Malleco,9203,Curacautín,País de nacimiento no declarado,0
9,La Araucanía,92,Malleco,9204,Ercilla,Total nacidos fuera del país,*
9,La Araucanía,92,Malleco,9204,Ercilla,Argentina,*
9,La Araucanía,92,Malleco,9204,Ercilla,Bolivia (Estado Plurinacional de),*
9,La Araucanía,92,Malleco,9204,Ercilla,Colombia,*
9,La Araucanía,92,Malleco,9204,Ercilla,Haití,0
9,La Araucanía,92,Malleco,9204,Ercilla,Perú,*
9,La Araucanía,92,Malleco,9204,Ercilla,Venezuela (República Bolivariana de),*
9,La Araucanía,92,Malleco,9204,Ercilla,Otros países de América del Sur,0
9,La Araucanía,92,Malleco,9204,Ercilla,Otros países de América Central y El Caribe,0
9,La Araucanía,92,Malleco,9204,Ercilla,América del Norte,0
9,La Araucanía,92,Malleco,9204,Ercilla,Europa,*
9,La Araucanía,92,Malleco,9204,Ercilla,Asia,*
9,La Araucanía,92,Malleco,9204,Ercilla,África,0
9,La Araucanía,92,Malleco,9204,Ercilla,Oceanía,0
9,La Araucanía,92,Malleco,9204,Ercilla,País de nacimiento no declarado,0
9,La Araucanía,92,Malleco,9205,Lonquimay,Total nacidos fuera del país,103
9,La Araucanía,92,Malleco,9205,Lonquimay,Argentina,86
9,La Araucanía,92,Malleco,9205,Lonquimay,Bolivia (Estado Plurinacional de),*
